year,user,comnam,cusip,prc,horrizon,follow,afacc,ni,size,loss,roa,roe,mb,cash,post,post_use,treat,post_treat
2009,1,DIONEX CORP,25454610,73.88,5.877735782,3.166666667,-0.00602682,55.455,5.802070036,0,0.168053603,0.249332326,4.873311932,0.210888842,1,1,1,1
2010,1,DIONEX CORP,25454610,118.01,5.877735782,3,-0.01474685,59.056,5.894369776,0,0.16314353,0.237379564,5.2188414,0.211616321,1,0,1,1
2005,1,DENBURY RESOURCES INC,24791620,22.78,5.837730447,10.5,-0.05282331,166.471,7.317258224,0,0.110606889,0.226904215,3.561340835,0.166302007,0,0,1,0
2006,1,DENBURY RESOURCES INC,24791620,27.79,5.837730447,11.08333333,-0.02633889,202.457,7.668952153,0,0.094613281,0.183043581,3.018446068,0.035794372,0,0,1,0
2007,1,DENBURY RESOURCES INC,24791620,29.75,5.837730447,15,-0.14393666,253.147,7.927352138,0,0.09135329,0.180255601,5.184702943,0.028089523,0,0,1,0
2008,1,DENBURY RESOURCES INC,24791620,10.92,5.834810737,16.41666667,-0.06722689,388.396,8.186095208,0,0.108198126,0.211076982,1.469160488,0.006159699,0,0,1,0
2009,0,DENBURY RESOURCES INC,24791620,14.8,5.831882477,14.5,-0.08241758,-75.156,8.35959812,1,-0.017601027,-0.038106982,1.964388864,0.005736176,1,1,1,1
2010,1,DENBURY RESOURCES INC,24791620,19.09,5.834810737,13.83333333,-0.01351351,271.723,9.112293381,0,0.02997475,0.062027203,1.744021474,0.08943114,1,1,1,1
2011,1,DENBURY RESOURCES INC,24791620,15.1,5.837730447,18.58333333,-0.20429544,573.333,9.228712958,0,0.056295084,0.119282896,1.222011951,0.002062093,1,1,1,1
2012,1,DENBURY RESOURCES INC,24791620,16.2,5.837730447,16,-0.02649007,525.36,9.318328213,0,0.04716257,0.102711906,1.189489039,0.009672712,1,1,1,1
2013,0,DENBURY RESOURCES INC,24791620,16.43,5.837730447,21.45454546,-0.13580246,409.597,9.374984686,0,0.034744774,0.077261957,1.123467463,0.00109405,1,1,1,1
2010,1,DOLE FOOD INC NEW,25660310,13.51,5.80814249,4.363636364,-0.85414989,-34.124,8.356552497,1,-0.008858372,-0.047603479,1.511211131,0.041428305,1,0,0,0
2011,1,DOLE FOOD INC NEW,25660310,8.65,5.897153868,4,-0.0296077,38.359,8.359619894,0,0.008950905,0.048228148,0.970890746,0.028740495,1,0,0,0
2012,1,DOLE FOOD INC NEW,25660310,11.47,5.789960171,3.636363636,-1.07514456,-144.463,8.350139525,1,-0.000022696,-0.000139914,1.490957071,0.021446716,1,0,0,0
2008,0,DORMAN PRODUCTS INC,25827810,13.2,5.416100402,1,-0.03848845,17.813,5.49889624,0,0.073177445,0.094828688,1.239862865,0.025249832,0,0,1,0
2009,0,DORMAN PRODUCTS INC,25827810,15.67,5.831882477,1.916666667,-0.20075758,26.495,5.554516512,0,0.102932378,0.123040843,1.286579516,0.043652587,1,0,1,1
2010,0,DORMAN PRODUCTS INC,25827810,36.24,5.831882477,2.083333333,-0.29036375,46.138,5.781234136,0,0.142771824,0.175327661,2.463300361,0.118347954,1,1,1,1
2011,0,DORMAN PRODUCTS INC,25827810,36.93,5.831882477,2.416666667,-0.01793598,53.277,5.934081696,0,0.141433475,0.168011656,2.105374405,0.15532911,1,0,1,1
2012,1,DORMAN PRODUCTS INC,25827810,35.34,5.837730447,2.5,-0.01353913,70.962,6.009572111,0,0.163434726,0.199491096,3.872757456,0.07355592,1,1,1,1
2013,1,DORMAN PRODUCTS INC,25827810,56.041,5.834810737,3.090909091,-0.01414827,81.92,6.273195824,0,0.154808766,0.198046132,4.940359067,0.149130342,1,1,1,1
2005,1,DOVER CORP,26000310,40.49,5.837730447,10.66666667,-0.01192179,510.142,8.790882622,0,0.072181757,0.14249879,2.466838793,0.033001397,0,0,1,0
2006,1,DOVER CORP,26000310,49.02,5.855071922,9.833333333,-0.0271672,561.782,8.939536131,0,0.079107782,0.15831134,2.628053661,0.05684074,0,0,1,0
2007,1,DOVER CORP,26000310,46.09,5.855071922,9.75,-0.03671971,661.08,8.996004172,0,0.080953113,0.165545961,2.266311566,0.078987677,0,0,1,0
2008,1,DOVER CORP,26000310,32.92,5.855071922,9.583333333,-0.02820568,590.831,8.970597816,0,0.08830954,0.18317494,1.614352113,0.067834523,0,0,1,0
2009,1,DOVER CORP,26000310,41.61,5.840641657,8.166666667,-0.20959904,356.438,8.972514942,0,0.047180283,0.091069956,1.904176493,0.090801754,1,1,1,1
2010,1,DOVER CORP,26000310,58.45,5.840641657,9.416666667,-0.23071377,700.104,9.055310272,0,0.082671583,0.156389772,2.40807086,0.150634394,1,1,1,1
2011,1,DOVER CORP,26000310,58.05,5.834810737,6.583333333,-0.0427716,895.243,9.159304939,0,0.089077457,0.171657146,2.161512761,0.140928406,1,1,1,1
2012,1,DOVER CORP,26000310,65.71,5.837730447,13.33333333,-0.07924203,811.07,9.253873217,0,0.079770543,0.169359636,2.333831529,0.084205674,1,1,1,1
2013,1,DOVER CORP,26000310,96.54,5.857933155,14.41666667,-0.00608735,1003.129,9.290921888,0,0.08911143,0.179604589,3.050328036,0.076971121,1,1,1,1
2005,1,DIAGNOSTIC PRODUCTS CORP,25245010,48.55,5.880532986,4.833333333,-0.0835604,67.153,6.430022658,0,0.108453329,0.127467617,2.720814162,0.19630864,0,0,0,0
2005,1,D R S TECHNOLOGIES INC,23330X10,51.42,5.880532986,8.666666667,-0.07147963,81.494,8.299756823,0,0.020262593,0.060295358,1.620345307,0.000682863,0,0,0,0
2006,1,D R S TECHNOLOGIES INC,23330X10,52.68,5.880532986,12.08333333,-0.05176471,127.06,8.346573302,0,0.030146795,0.084568538,1.412334906,0.023827828,0,0,0,0
2007,1,D R S TECHNOLOGIES INC,23330X10,54.27,5.880532986,10.91666667,0,165.769,8.370324103,0,0.038407705,0.098460685,1.432209626,0.020464279,0,0,0,0
2005,1,D S T SYSTEMS INC DEL,23332610,59.91,5.831882477,9.833333333,-0.0076746,424.6,8.016482901,0,0.140155141,0.856566472,8.665618318,0.023703966,0,0,0,0
2006,1,D S T SYSTEMS INC DEL,23332610,62.63,5.831882477,9.5,-0.00166917,272.9,8.045620332,0,0.087493187,0.476847807,7.189919623,0.020003301,0,0,0,0
2007,1,D S T SYSTEMS INC DEL,23332610,82.55,5.828945618,7.25,-0.00239502,874.7,8.13061853,0,0.257575311,0.754637219,4.330118195,0.03507422,0,0,0,0
2008,1,D S T SYSTEMS INC DEL,23332610,37.98,5.855071922,4.916666667,-0.01574803,242.9,7.828197382,0,0.096796047,1.019731318,7.924458438,0.023175005,0,0,0,0
2009,1,D S T SYSTEMS INC DEL,23332610,43.55,5.84932478,2.5,-0.04344392,241.6,7.97721335,0,0.082944246,0.380832283,3.377459016,0.042320874,1,1,0,0
2010,1,D S T SYSTEMS INC DEL,23332610,44.35,5.869296913,2.666666667,-0.06544202,318.5,8.113845839,0,0.095376415,0.386341582,2.490787239,0.047995056,1,0,0,0
2011,1,D S T SYSTEMS INC DEL,23332610,45.52,5.87211779,5.166666667,-0.01240135,183.1,8.140198915,0,0.053403722,0.223292683,2.448087805,0.012247709,1,0,0,0
2012,1,D S T SYSTEMS INC DEL,23332610,60.6,5.857933155,5.166666667,-0.01098418,324,8.129617116,0,0.09550479,0.300083357,2.486412893,0.025753952,1,0,0,0
2013,1,D S T SYSTEMS INC DEL,23332610,90.74,5.857933155,5.5,-0.00082508,352.6,8.036411689,0,0.114091571,0.297854367,3.204031086,0.018422992,1,1,0,0
2012,1,DIRECTV,25490A30,50.16,4.990432587,23.6,-0.04677269,2949,9.930908148,0,0.143468742,-0.542993924,-5.419976874,0.103240515,1,0,0,0
2013,1,DIRECTV,25490A30,69.06,5.916202063,17.41666667,-0.01594896,2859,9.994515851,0,0.130518147,-0.436888753,-5.480328906,0.106056921,1,0,0,0
2005,1,DEVON ENERGY CORP NEW,25179M10,62.54,5.855071922,33.16666667,-0.66032891,2930,10.31804454,0,0.096785915,0.197147087,1.866032673,0.054008609,0,0,1,0
2006,1,DEVON ENERGY CORP NEW,25179M10,67.08,5.874930731,27.25,-0.30860249,2846,10.46493024,0,0.080512221,0.161850705,1.707784262,0.024411192,0,0,1,0
2007,1,DEVON ENERGY CORP NEW,25179M10,88.91,5.874930731,27.91666667,-0.04472272,3606,10.63241202,0,0.075887688,0.142961011,1.794822392,0.038901406,0,0,1,0
2008,1,DEVON ENERGY CORP NEW,25179M10,65.71,5.874930731,26.08333333,-0.16083679,-2148,10.37064338,1,-0.096496177,-0.180480657,1.708999238,0.009142223,0,0,1,0
2009,1,DEVON ENERGY CORP NEW,25179M10,73.5,5.894402834,22.41666667,-0.09739766,-2479,10.29846452,1,-0.092737317,-0.176814387,2.108699422,0.020245706,1,1,1,1
2010,1,DEVON ENERGY CORP NEW,25179M10,78.51,5.894402834,19.66666667,-0.00952381,4550,10.40207864,0,0.070853707,0.121175921,1.759573313,0.096543825,1,1,1,1
2011,1,DEVON ENERGY CORP NEW,25179M10,62,5.894402834,22.41666667,-0.01146351,4704,10.62420126,0,0.051900674,0.099580028,1.169118059,0.168706533,1,0,1,1
2012,1,DEVON ENERGY CORP NEW,25179M10,52.04,5.913503006,27.76923077,-0.49516129,-206,10.67653128,1,-0.004269953,-0.008694426,0.992961745,0.112775738,1,1,1,1
2013,1,DEVON ENERGY CORP NEW,25179M10,61.87,5.834810737,29.63636364,-0.12682552,-20,10.66611415,1,-0.000466451,-0.000975657,1.22538758,0.140008309,1,1,1,1
2005,1,DIXIE GROUP INC,25551910,13.78,5.857933155,2.833333333,-0.3800475,10.136,5.627631905,0,0.03596712,0.080682518,1.413553659,0,0,0,1,0
2006,1,DIXIE GROUP INC,25551910,12.64,5.85220248,3.083333333,-0.3773585,7.703,5.63004264,0,0.028418217,0.058159761,1.20532673,0.001942217,0,0,1,0
2007,1,DIXIE GROUP INC,25551910,8.31,5.85220248,3,-0.3085443,6.266,5.674140802,0,0.023353248,0.047694105,0.757474563,0.001537775,0,0,1,0
2008,1,DIXIE GROUP INC,25551910,1.53,5.834810737,2.333333333,-0.98676289,-31.403,5.536006614,1,-0.123199677,-0.289325947,0.179425308,0.000389336,0,0,1,0
2009,1,DIXIE GROUP INC,25551910,2.71,5.834810737,1.25,-0.78431374,-42.098,5.193267914,1,-0.233547047,-0.619461685,0.512357681,0.000221639,1,1,1,1
2010,1,DIXIE GROUP INC,25551910,3.72,5.874930731,1,-0.73800737,-4.654,5.187955476,1,-0.024553346,-0.070046452,0.765272465,0.001362702,1,1,1,1
2011,1,DIXIE GROUP INC,25551910,2.94,5.877735782,1,-0.05376344,0.986,5.214625927,0,0.006952985,0.019756154,0.589278559,0.001673199,1,1,1,1
2012,1,DIXIE GROUP INC,25551910,3.28,5.834810737,1.583333333,-1.19047617,-0.927,5.312072332,1,-0.003236358,-0.010195797,0.672275552,0.002683896,1,1,1,1
2013,1,DIXIE GROUP INC,25551910,13.2,5.834810737,1.125,-1.64634148,5.29,5.520924774,0,0.021529659,0.075708977,2.482728801,0.001263815,1,1,1,1
2005,0,DYCOM INDUSTRIES INC,26747510,22,5.84932478,3.333333333,-0.12991833,24.314,6.54780211,0,0.034898358,0.04422255,2.168578236,0.127427953,0,0,0,0
2006,0,DYCOM INDUSTRIES INC,26747510,21.12,5.85220248,3.166666667,-0.05327869,18.18,6.538161531,0,0.026347253,0.046680618,1.875980229,0.039138292,0,0,0,0
2007,0,DYCOM INDUSTRIES INC,26747510,26.65,5.85220248,4.166666667,-0.01667593,41.884,6.672999567,0,0.053436216,0.09491466,2.577619982,,0,0,0,0
2008,0,DYCOM INDUSTRIES INC,26747510,8.22,5.831882477,4.916666667,-0.18962432,21.678,6.672078514,0,0.03092888,0.054952454,1.406273551,,0,0,0,0
2009,0,DYCOM INDUSTRIES INC,26747510,8.03,5.831882477,3.75,-0.20163831,-53.18,6.543130245,1,-0.076564228,-0.135921336,1.270937118,,1,0,0,0
2010,0,DYCOM INDUSTRIES INC,26747510,14.75,5.831882477,3.833333333,-0.31421839,5.849,6.522910111,0,0.008607091,0.014824296,0.886661682,,1,0,0,0
2011,0,DYCOM INDUSTRIES INC,26747510,20.92,5.831882477,4.666666667,-0.34254143,16.107,6.587212492,0,0.022224062,0.0457779,1.621810141,,1,0,0,0
2012,0,DYCOM INDUSTRIES INC,26747510,19.8,5.85220248,6.5,-0.11737089,39.378,6.650528694,0,0.050995023,0.100216069,1.489073043,,1,0,0,0
2013,0,DYCOM INDUSTRIES INC,26747510,27.79,5.831882477,6.416666667,-0.05740528,35.188,7.052035693,0,0.030486706,0.082145667,2.056281314,,1,0,0,0
2005,1,ELECTRONIC ARTS INC,28551210,52.31,5.85220248,21.25,-0.02419055,236,8.386400901,0,0.05380757,0.069248826,4.897086761,0.284210526,0,0,1,0
2006,1,ELECTRONIC ARTS INC,28551210,50.36,5.855071922,25.25,-0.13132484,76,8.5461693,0,0.014768752,0.018849206,3.884889306,0.312585499,0,0,1,0
2007,1,ELECTRONIC ARTS INC,28551210,58.41,5.87211779,23.66666667,-0.04751462,-454,8.709465079,1,-0.074929856,-0.104632404,3.654905628,0.301787796,0,0,1,0
2008,1,ELECTRONIC ARTS INC,28551210,16.04,5.891644212,23.83333333,-0.02184273,-1088,8.450839691,1,-0.232578025,-0.347160179,1.873802163,0.267535897,0,0,1,0
2009,1,ELECTRONIC ARTS INC,28551210,17.75,5.87211779,21.58333333,-0.37860578,-677,8.443977129,1,-0.145716746,-0.248076218,2.25360697,0.27212484,1,0,1,1
2010,1,ELECTRONIC ARTS INC,28551210,16.38,5.891644212,27.41666667,-0.28587135,-276,8.502891407,1,-0.056006494,-0.107644306,2.533141545,0.339862247,1,0,1,1
2011,1,ELECTRONIC ARTS INC,28551210,20.6,5.855071922,25.91666667,-0.02679528,76,8.611047767,0,0.01384083,0.030919447,2.147630657,0.262378247,1,0,1,1
2012,1,ELECTRONIC ARTS INC,28551210,14.52,5.869296913,22.83333333,0,98,8.531293316,0,0.019329389,0.043228937,2.359198412,0.235294118,1,0,1,1
2005,0,BRINKER INTERNATIONAL INC,10964110,38.66,5.877735782,22.83333333,-0.01368699,160.219,7.676531132,0,0.074308806,0.145616306,3.246239737,0.019141645,0,0,0,0
2006,0,BRINKER INTERNATIONAL INC,10964110,30.16,5.877735782,20.91666667,-0.0332834,212.395,7.706513494,0,0.096296706,0.19886934,2.818750511,0.025793971,0,0,0,0
2007,1,BRINKER INTERNATIONAL INC,10964110,19.56,5.874930731,19.16666667,-0.02203857,230.049,7.748900393,0,0.099243708,0.285743564,4.003802424,0.038364302,0,0,0,0
2008,0,BRINKER INTERNATIONAL INC,10964110,10.54,5.87211779,16.91666667,-0.1776563,51.722,7.693537246,0,0.023583731,0.08691473,3.217791624,0.023603755,0,0,0,0
2009,0,BRINKER INTERNATIONAL INC,10964110,14.92,5.877735782,15.75,-0.03703704,79.166,7.575557472,0,0.040619884,0.122372953,2.688397323,0.042932404,1,0,0,0
2010,0,BRINKER INTERNATIONAL INC,10964110,20.88,5.877735782,18.66666667,-0.07633587,137.704,7.52461735,0,0.056002255,0.142329036,2.015417017,0.176825742,1,0,0,0
2011,0,BRINKER INTERNATIONAL INC,10964110,26.76,5.877735782,19.58333333,-0.13139696,141.06,7.30355247,0,0.095017541,0.321387073,4.622048894,0.044267493,1,0,0,0
2012,0,BRINKER INTERNATIONAL INC,10964110,30.99,5.877735782,18.75,-0.04905969,151.232,7.270362989,0,0.105309483,0.488045102,7.645969607,0.039811582,1,0,0,0
2013,0,BRINKER INTERNATIONAL INC,10964110,46.34,5.860786224,19.58333333,-0.00313775,163.359,7.281800581,0,0.112459495,1.093748535,17.80510401,0.041339849,1,0,0,0
2005,1,ENNIS INC,29338910,18.17,5.929589143,2,-0.01188354,40.537,6.205367536,0,0.081992148,0.136334438,1.689830931,0.027873527,0,0,1,0
2006,1,ENNIS INC,29338910,24.46,5.828945618,1.916666667,-0.11709602,41.601,6.172176476,0,0.086989888,0.131481054,2.085588948,0.007245131,0,0,1,0
2007,1,ENNIS INC,29338910,18,5.834810737,1,-0.02028398,44.59,6.242478097,0,0.086897888,0.127956061,1.175294695,0.007094942,0,0,1,0
2008,1,ENNIS INC,29338910,12.11,5.840641657,1,-0.00775194,-32.768,6.080802383,1,-0.075090517,-0.112216872,0.720385472,0.018096743,0,0,1,0
2009,1,ENNIS INC,29338910,16.79,5.840641657,1.333333333,-0.21929825,35.206,6.072350745,0,0.081363719,0.112385878,1.263955085,0.048267565,1,1,1,1
2010,1,ENNIS INC,29338910,17.1,5.84932478,1.833333333,-0.28117358,44.631,6.162742008,0,0.094212291,0.128366932,1.208457129,0.028437782,1,1,1,1
2011,1,ENNIS INC,29338910,13.33,5.828945618,1.833333333,-0.18867925,31.358,6.278450127,0,0.05894782,0.087135811,1.207325432,0.021974635,1,1,1,1
2012,1,ENNIS INC,29338910,15.47,5.828945618,1,-0.02461538,24.715,6.207164463,0,0.049899857,0.068421665,1.125848634,0.011715123,1,1,1,1
2009,0,EBIX INC,27871520,48.83,5.459585514,1.75,-0.06276151,38.822,5.572788812,0,0.148081185,0.227370961,3.282540075,0.136200387,1,0,0,0
2010,1,EBIX INC,27871520,23.67,5.888877958,2.333333333,-0.0573418,59.019,5.718014057,0,0.194589515,0.255197433,3.686296375,0.089244642,1,0,0,0
2011,1,EBIX INC,27871520,22.1,5.891644212,2.416666667,-0.10984368,71.378,6.021464999,0,0.173592229,0.225797574,2.543232052,0.078127267,1,0,0,0
2012,0,EBIX INC,27871520,16.12,5.897153868,1.833333333,-0.09049774,70.569,6.24987099,0,0.136511357,0.192204927,1.650969668,0.088644445,1,0,0,0
2013,0,EBIX INC,27871520,14.71,5.899897354,1.166666667,-0.20471463,59.274,6.318723039,0,0.107019052,0.141727539,1.354434219,0.109632341,1,0,0,0
2005,1,ENGELHARD CORP,29284510,30.15,5.857933155,8,-0.00978155,238.242,8.263584763,0,0.063508481,0.165427267,2.432044633,0.013093533,0,0,0,0
2005,0,ECOLAB INC,27886510,36.27,5.880532986,12.58333333,-0.00284657,319.481,8.24213194,0,0.084148618,0.193717598,5.58920126,0.02808749,0,0,1,0
2006,0,ECOLAB INC,27886510,45.2,5.888877958,14.41666667,-0.0055142,368.615,8.393977551,0,0.083409042,0.219383656,6.761236497,0.127489183,0,0,1,0
2007,0,ECOLAB INC,27886510,51.21,5.891644212,13.41666667,-0.00442478,427.2,8.460368839,0,0.090454815,0.220695356,6.529890091,0.03109044,0,0,1,0
2008,0,ECOLAB INC,27886510,35.15,5.897153868,15.75,-0.00390549,448.1,8.467561673,0,0.094200004,0.285123441,5.282340926,0.014122978,0,0,1,0
2009,0,ECOLAB INC,27886510,44.58,5.877735782,17,-0.00853485,417.3,8.521563627,0,0.083112589,0.20855615,5.271330451,0.015472261,1,1,1,1
2010,0,ECOLAB INC,27886510,50.42,5.897153868,16.58333333,-0.00224316,530.3,8.491506084,0,0.108842002,0.24906068,5.505967246,0.04825828,1,1,1,1
2011,0,ECOLAB INC,27886510,57.81,5.929589143,17.38461539,-0.00396668,462.5,9.811470943,0,0.025355248,0.081617167,2.978632527,0.378391692,1,1,1,1
2012,0,ECOLAB INC,27886510,71.9,5.85220248,16.91666667,-0.00691922,703.6,9.774135984,0,0.040040291,0.115780813,3.487002106,0.063473093,1,1,1,1
2013,0,ECOLAB INC,27886510,104.27,5.840641657,17,-0.00139082,967.8,9.885196283,0,0.049285769,0.131775663,4.275335492,0.019303108,1,1,1,1
2005,0,EDO CORP,28134710,27.06,5.837730447,13.16666667,-0.06929134,26.269,6.534368612,0,0.038215069,0.109502987,2.053303681,,0,0,0,0
2006,0,EDO CORP,28134710,23.74,5.837730447,13.83333333,-0.41759055,11.577,6.857326874,0,0.0121886,0.042111045,1.661703284,,0,0,0,0
2005,1,ELECTRONIC DATA SYS CORP NEW,28566110,24.04,5.874930731,18.5,-0.03030303,150,9.746131742,0,0.016737871,0.038072418,1.674626656,0.107022092,0,0,0,0
2006,1,ELECTRONIC DATA SYS CORP NEW,28566110,27.55,5.874930731,14.58333333,-0.0499168,470,9.795623907,0,0.027793249,0.063196555,1.794511259,0.1739334,0,0,0,0
2007,1,ELECTRONIC DATA SYS CORP NEW,28566110,20.73,5.874930731,15.25,-0.00725953,716,9.863966794,0,0.037921348,0.075224435,1.090646991,0.174835691,0,0,0,0
2005,1,EQUIFAX INC,29442910,38.02,5.857933155,11.5,-0.02135231,246.5,7.513436434,0,0.134589135,0.300499817,5.98827746,0.024081685,0,0,0,0
2006,1,EQUIFAX INC,29442910,40.6,5.855071922,12.33333333,-0.01315097,274.5,7.490864354,0,0.15330057,0.327526548,6.04083045,0.037018837,0,0,0,0
2007,1,EQUIFAX INC,29442910,36.36,5.869296913,10.25,-0.0270936,272.7,8.167607346,0,0.077385851,0.194897084,3.37042024,0.045571317,0,0,0,0
2008,1,EQUIFAX INC,29442910,26.52,5.874930731,6.75,-0.0110011,272.8,8.089881168,0,0.083673282,0.207863456,2.552176166,0.016515792,0,0,0,0
2009,1,EQUIFAX INC,29442910,30.89,5.855071922,6.416666667,-0.01508296,233.9,8.175125328,0,0.065878045,0.146077942,2.434622783,0.031622857,1,0,0,0
2010,1,EQUIFAX INC,29442910,35.6,5.874930731,7.25,-0.01942376,266.7,8.14165575,0,0.068499534,0.139056403,2.580442237,0.033629066,1,0,0,0
2011,1,EQUIFAX INC,29442910,38.74,5.874930731,12.83333333,-0.00280899,232.9,8.16325735,0,0.065952232,0.135925752,2.721630639,0.037191286,1,0,0,0
2012,1,EQUIFAX INC,29442910,54.12,5.874930731,12.16666667,-0.03871967,272.1,8.414517956,0,0.060317883,0.140751086,3.370602111,0.04184005,1,0,0,0
2013,1,EQUIFAX INC,29442910,69.09,5.897153868,13.91666667,0,351.8,8.420880509,0,0.073437741,0.144912418,3.660655887,0.052293232,1,0,0,0
2012,1,ENERGEN CORP,29265N10,45.09,5.834810737,12.75,-0.066,253.562,8.728570188,0,0.041056755,0.094729685,1.214033456,0.001852822,1,0,0,0
2013,1,ENERGEN CORP,29265N10,70.75,5.894402834,15,-0.07984032,204.554,8.798335728,0,0.029166538,0.067580726,1.797354916,0.000899466,1,0,0,0
2005,1,ELKCORP,28745610,33.66,5.869296913,5.75,-0.07936508,46.867,6.420921209,0,0.069586306,0.157660352,2.137481075,0.019265334,0,0,0,0
2006,1,ELKCORP,28745610,41.09,5.897153868,6.615384615,-0.12609457,45.413,6.526289861,0,0.066736574,0.141133159,1.762184811,0.006610504,0,0,0,0
2006,1,E M S TECHNOLOGIES INC,26873N10,20.03,5.869296913,3.916666667,-0.11299435,33.008,5.679093529,0,0.054178495,0.074163589,1.440752242,0.498637565,0,0,0,0
2007,1,E M S TECHNOLOGIES INC,26873N10,30.24,5.857933155,2.666666667,-0.09985022,18.744,5.783209608,0,0.059441013,0.077883347,1.906595988,0.459260707,0,0,0,0
2008,1,E M S TECHNOLOGIES INC,26873N10,25.87,5.855071922,3.416666667,-0.00992063,20.471,5.794125795,0,0.062532647,0.084332336,1.618646794,0.268619518,0,0,0,0
2009,1,E M S TECHNOLOGIES INC,26873N10,14.5,5.874930731,3.666666667,-0.18554309,-20.065,5.927312618,1,-0.035144129,-0.055459718,0.93259761,0.144102149,1,0,0,0
2010,1,E M S TECHNOLOGIES INC,26873N10,19.78,5.857933155,3.333333333,-0.11034483,14.065,5.924106054,0,0.037713437,0.054723368,1.178319119,0.14950888,1,0,0,0
2005,0,EMULEX CORP,29247520,19.79,5.796057751,20.18181818,-0.16771488,71.589,6.68808195,0,0.089287474,0.149896041,3.181069702,0.123658119,0,0,0,0
2006,0,EMULEX CORP,29247520,19.51,5.877735782,17.16666667,-0.05476451,40.451,6.758276834,0,0.047027461,0.072634325,2.467349694,0.279742224,0,0,0,0
2007,0,EMULEX CORP,29247520,16.32,5.877735782,13.5,-0.06760909,29.434,6.492676104,0,0.044645132,0.050581966,3.127034526,0.080259767,0,0,0,0
2008,0,EMULEX CORP,29247520,6.98,5.877735782,13.66666667,0,-7.071,6.551160332,1,-0.010115069,-0.012279474,1.668135451,0.32916874,0,0,0,0
2009,0,EMULEX CORP,29247520,10.9,5.877735782,12,-0.24892705,7.544,6.492115585,0,0.011449073,0.01324801,1.393155885,0.420761713,1,0,0,0
2010,0,EMULEX CORP,29247520,11.66,5.857933155,14.08333333,-0.36809817,23.62,6.537343559,0,0.034259192,0.039953855,1.252614356,0.377608443,1,0,0,0
2011,0,EMULEX CORP,29247520,6.86,5.877735782,14.83333333,-0.10893246,-83.61,6.556549637,1,-0.118960388,-0.142026972,1.285549465,0.190238596,1,0,0,0
2012,0,EMULEX CORP,29247520,7.3,5.877735782,13.33333333,-0.32558138,-11.08,6.570825538,1,-0.015540866,-0.019266114,1.116488699,0.286051286,1,0,0,0
2013,0,EMULEX CORP,29247520,7.16,5.877735782,13.16666667,-0.01388889,-5.214,6.56766912,1,-0.007336336,-0.008873006,1.013064591,0.148167005,1,0,0,0
2005,1,CALLAWAY GOLF CO,13119310,13.84,5.913503006,6.538461539,-0.17037037,13.284,6.640526602,0,0.017376108,0.022286796,1.636866158,0.067253652,0,0,0,0
2006,1,CALLAWAY GOLF CO,13119310,14.41,5.877735782,7.166666667,-0.37572254,23.29,6.741638119,0,0.027531276,0.040355768,1.696739379,0.060643717,0,0,0,0
2007,1,CALLAWAY GOLF CO,13119310,17.43,5.857933155,10.25,-0.09021513,54.587,6.754560975,0,0.063698199,0.096064974,1.977534924,0.058957594,0,0,0,0
2008,1,CALLAWAY GOLF CO,13119310,9.29,5.85220248,12,-0.10900746,66.176,6.752665158,0,0.077368245,0.114460655,1.013382968,0.044735887,0,0,0,0
2009,1,CALLAWAY GOLF CO,13119310,7.54,5.831882477,10.5,-1.01184069,-15.26,6.776427172,1,-0.017421483,-0.021576285,0.676862667,0.091559126,1,0,0,0
2010,1,CALLAWAY GOLF CO,13119310,8.07,5.831882477,12.41666667,-0.76923077,-18.804,6.786693248,1,-0.021247962,-0.02712504,0.746383616,0.062839496,1,0,0,0
2011,1,CALLAWAY GOLF CO,13119310,5.53,5.834810737,9.916666667,-1.02850066,-171.82,6.590454883,1,-0.236304723,-0.336931029,0.703658671,0.048614713,1,0,0,0
2012,1,CALLAWAY GOLF CO,13119310,6.5,5.855071922,7.916666667,-1.57323683,-122.946,6.459334652,1,-0.192815337,-0.385422741,1.446710827,0.071519931,1,0,0,0
2013,1,CALLAWAY GOLF CO,13119310,8.43,5.855071922,7,-0.06153846,-18.921,6.499581004,1,-0.028501362,-0.066478345,2.29093504,0.0577022,1,0,0,0
2005,1,E M C CORP MA,26864810,13.62,5.831882477,29.5,-0.0134499,1133.165,9.728621117,0,0.067488931,0.093918327,2.691332355,0.150579275,0,0,0,0
2006,1,E M C CORP MA,26864810,13.2,5.831882477,20,-0.08810573,1223.982,9.829154394,0,0.066106737,0.118863919,2.713119286,0.10887816,0,0,0,0
2007,1,E M C CORP MA,26864810,18.53,5.85220248,16.75,-0.0530303,1665.668,10.01169843,0,0.074745069,0.133026582,3.110976674,0.24141718,0,0,0,0
2008,1,E M C CORP MA,26864810,10.47,5.85220248,19,-0.01079331,1345.567,10.08061125,0,0.056359831,0.103172122,1.61597306,0.262229111,0,0,0,0
2009,1,E M C CORP MA,26864810,17.47,5.831882477,26.5,-0.0095511,1088.077,10.19664224,0,0.040581713,0.069973328,2.305878866,0.263983715,1,0,0,0
2010,1,E M C CORP MA,26864810,22.9,5.831882477,36.58333333,-0.06868918,1899.995,10.33638247,0,0.061621558,0.107713931,2.722685848,0.153630372,1,0,0,0
2011,1,E M C CORP MA,26864810,21.54,5.831882477,37.66666667,-0.01310044,2461.337,10.44200166,0,0.071825731,0.129011994,2.327813375,0.146952754,1,0,0,0
